Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
克,kè,to be able to; to subdue; to restrain; to overcome; gram,khắc,gam/khắc phục,一克糖。Một gam đường.
刻,kè,quarter (hour); moment; to carve; to engrave; to cut; oppressive; classifier for short time intervals,khắc,khắc (15 phút),三点一刻。3 giờ 15 phút.
课,kè,subject; course; class; lesson; CL:堂[táng];节|節[jié];門|门[mén],khóa,bài học,上课了。Vào học rồi.
刻不容缓,kèbùrónghuǎn,to brook no delay; to demand immediate action,khắc bất dung hoãn,không thể chậm trễ,刻不容缓的任务。Nhiệm vụ không thể chậm trễ.
课程,kèchéng,course; class; CL:堂[táng];节|節[jié];門|门[mén],khoá trình,khóa học/môn học,学习课程。Khóa học.
克服,kèfú,(try to) overcome (hardships etc); to conquer; to put up with; to endure,khắc phục,khắc phục/vượt qua,克服困难。Khắc phục khó khăn.
客观,kèguān,objective; impartial,khách quan,khách quan,客观评价。Đánh giá khách quan.
客户,kèhù,client; customer,khách hộ,khách hàng/고객,重要客户。Khách hàng quan trọng.
刻苦,kèkǔ,hardworking; assiduous,khắc khổ,chăm chỉ/siêng năng,刻苦学习。Học tập chăm chỉ.
客人,kèrén,visitor; guest; customer; client; CL:位[wèi],khách nhân,khách,今天有客人来。Hôm nay có khách đến.
课题,kètí,task; problem; issue,khóa đề,đề tài/과제,研究课题。Đề tài nghiên cứu.
客厅,kètīng,drawing room (room for arriving guests); living room; CL:間|间[jiān],khách thính,phòng khách,在客厅。Trong phòng khách.
啃,kěn,to gnaw; to nibble; to bite,khẳng,gặm/갉다,啃骨头。Gặm xương.
肯定,kěndìng,to be sure; to be certain; sure; certain; definite; to confirm; to affirm; affirmative,khẳng định,chắc chắn/khẳng định,我肯定。Tôi chắc chắn.
恳切,kěnqiè,earnest; sincere,khẩn thiết,tha thiết/간절,恳切请求。Yêu cầu tha thiết.
坑,kēng,pit; to defraud,khanh,hố/구덩이,挖坑。Đào hố.
空洞,kōngdòng,cavity; empty; vacuous,không động,rỗng không/공허,内容空洞。Nội dung rỗng không.
空间,kōngjiān,space; CL:個|个[gè],không gian,không gian,时间空间。Thời gian không gian.
空气,kōngqì,air; atmosphere,không khí,không khí,空气很好。Không khí rất tốt.
空前绝后,kōngqiánjuéhòu,unprecedented and never to be duplicated; the first and the last; unmatched; unique,không tiền tuyệt hậu,chưa từng có,空前绝后的成就。Thành tựu chưa từng có.
空调,kōngtiáo,air conditioning,không điều,điều hòa,开空调。Bật điều hòa.
空想,kōngxiǎng,daydream; fantasy; to fantasize,không tưởng,ảo tưởng/공상,不切实际的空想。Ảo tưởng không thực tế.
空虚,kōngxū,hollow; emptiness; meaningless,không hư,trống rỗng/공허,精神空虚。Tinh thần trống rỗng.
孔,kǒng,aperture; opening; hole,khổng,lỗ/구멍,钥匙孔。Lỗ khóa.
恐怖,kǒngbù,terrible; frightful; frightening; terror; terrorist,khủng bố,khủng khiếp/khủng bố,恐怖分子。Phần tử khủng bố.
恐吓,kǒnghè,to threaten; to menace,khủng hách,đe dọa/협박,恐吓威胁。Đe dọa.
恐惧,kǒngjù,fear; dread; phobia,khủng cụ,sợ hãi/공포,感到恐惧。Cảm thấy sợ hãi.
恐怕,kǒngpà,fear; to dread; I'm afraid that...; perhaps; maybe,khủng phạ,e rằng/sợ rằng,恐怕不行。E rằng không được.
空白,kòngbái,blank space,khống bạch,chỗ trống/공백,填补空白。Lấp chỗ trống.
空隙,kòngxì,crack; gap between two objects; gap in time between two events,khống khích,khe hở/틈,时间空隙。Khe hở thời gian.
空闲,kòngxián,idle; free time; leisure,không nhàn,rảnh rỗi,有空闲。Có rảnh.
控制,kòngzhì,control; to exercise control over; to contain,khống chế,kiểm soát/khống chế,控制局面。Kiểm soát tình hình.
口,kǒu,mouth; classifier for things with mouths (people; domestic animals; cannons; wells etc),khẩu,miệng,张开口。Mở miệng.
口气,kǒuqì,tone of voice; the way one speaks; manner of expression; tone,khẩu khí,giọng điệu/말투,说话口气。Giọng nói.
口腔,kǒuqiāng,oral cavity,khẩu khang,khoang miệng/구강,口腔卫生。Vệ sinh khoang miệng.
口头,kǒutóu,oral; verbal,khẩu đầu,nói miệng/구두,口头通知。Thông báo bằng miệng.
口味,kǒuwèi,a person's preferences; tastes (in food); flavor,khẩu vị,khẩu vị/sở thích,适合口味。Hợp khẩu vị.
口音,kǒuyīn,accent,khẩu âm,giọng/억양,地方口音。Giọng địa phương.
哭,kū,to cry; to weep,khốc,khóc,她在哭。Cô ấy đang khóc.
枯竭,kūjié,used up; dried up; exhausted (of resources),khô kiệt,cạn kiệt/고갈,资源枯竭。Tài nguyên cạn kiệt.
枯燥,kūzào,dry and dull; uninteresting; dry-as-dust,khô táo,khô khan/지루,内容枯燥。Nội dung khô khan.
苦,kǔ,bitter; hardship; pain; to suffer; painstaking,khổ,đắng/khổ,这药很苦。Thuốc này rất đắng.
苦尽甘来,kǔjìngānlái,bitterness finishes; sweetness begins (idiom); the hard times are over; the good times just beginning,khổ tận cam lai,hết khổ đến vui,苦尽甘来的日子。Ngày hết khổ đến vui.
裤子,kùzi,trousers; pants; CL:條|条[tiáo],khố tử,quần,一条裤子。Một cái quần.
夸,kuā,to boast; to exaggerate; to praise,khoa,khen/khoe,夸奖。Khen ngợi.
挎,kuà,to carry (esp. slung over the arm; shoulder or side),khoải,đeo/메다,挎包。Đeo túi.
跨,kuà,to step across; to stride over; to straddle; to span,khóa,bước qua/건너다,跨过河。Bước qua sông.
块,kuài,lump (of earth); chunk; piece; classifier for pieces of cloth; cake; soap etc; colloquial word for yuan (or other unit of currency such as Hong Kong or US dollar etc); usually as 塊錢|块钱,khối,đồng/miếng,一块钱：1 tệ
快,kuài,rapid; quick; speed; rate; soon; almost; to make haste; clever; sharp (of knives or wits); forthright; plain-spoken; gratified; pleased; pleasant,khối,nhanh,他跑得很快。Anh ấy chạy rất nhanh.
快活,kuàihuó,happy; cheerful,khoái hoạt,vui vẻ/즐겁다,生活快活。Sống vui vẻ.
会计,kuàijì,accountant; accountancy; accounting,hội kế,kế toán,财务会计。Kế toán tài chính.
快乐,kuàilè,happy; merry,khoái lạc,vui vẻ,生日快乐！Chúc mừng sinh nhật!
筷子,kuàizi,chopsticks; CL:對|对[duì];根[gēn];把[bǎ];雙|双[shuāng],khoái tử,đũa,用筷子吃饭。Ăn cơm bằng đũa.
宽,kuān,lenient; wide; broad,khoan,rộng,房间很宽。Phòng rất rộng.
宽敞,kuānchǎng,spacious; wide,khoan sưởng,rộng rãi/넓다,房间宽敞。Phòng rộng rãi.
款待,kuǎndài,entertain,khoản đãi,tiếp đãi/대접,热情款待。Tiếp đãi nồng nhiệt.
款式,kuǎnshì,pattern; style; design; CL:種|种[zhǒng],khoản thức,kiểu dáng/스타일,新款式。Kiểu dáng mới.
筐,kuāng,basket; CL:隻|只[zhī],khuông,giỏ/바구니,竹筐。Giỏ tre.
框架,kuāngjià,frame; framework; fig. pattern; outline; organizing plan,khuông giá,khung/틀,理论框架。Khung lý thuyết.
旷课,kuàngkè,to play truant; to cut classes,khoáng khóa,trốn học/결석,不要旷课。Đừng trốn học.
况且,kuàngqiě,moreover; besides; in addition; furthermore,huống thả,hơn nữa/더구나,况且天气不好。Hơn nữa thời tiết không tốt.
矿泉水,kuàngquánshuǐ,mineral spring water; CL:瓶[píng];杯[bēi],khoáng tuyền thuỷ,nước khoáng,喝矿泉水。Uống nước khoáng.
亏待,kuīdài,to treat sb unfairly,khuy đãi,đối xử tệ/박대,不要亏待。Đừng đối xử tệ.
亏损,kuīsǔn,deficit; (financial) loss,khuy tổn,lỗ/적자,经济亏损。Kinh tế lỗ.
昆虫,kūnchóng,insect; CL:隻|只[zhī];群[qún];堆[duī],côn trùng,côn trùng/곤충,各种昆虫。Các loại côn trùng.
捆绑,kǔnbǎng,to bind,côn bảng,trói/묶다,捆绑起来。Trói lại.
困,kùn,to trap; to surround; hard-pressed; stranded; destitute,khốn,buồn ngủ,我很困。Tôi buồn ngủ lắm.
困难,kùnnán,(financial etc) difficulty; problem; issue; CL:個|个[gè],khốn nan,khó khăn,遇到困难。Gặp khó khăn.
扩充,kuòchōng,to expand,khoáng sung,mở rộng/확장,扩充规模。Mở rộng quy mô.
扩大,kuòdà,to expand; to enlarge; to broaden one's scope,khoách đại,mở rộng,扩大规模。Mở rộng quy mô.
扩散,kuòsàn,to spread; to proliferate; to diffuse; spread; proliferation; diffusion,khoáng tán,lan rộng/확산,防止扩散。Ngăn chặn lan rộng.
扩张,kuòzhāng,expansion; dilation; to expand (e.g. one's power or influence); to broaden,khoáng trương,bành trướng/확장,势力扩张。Thế lực bành trướng.
拉,lā,to pull; to play (string instruments); to drag; to draw,lạp,kéo,拉门。Kéo cửa.
啦,la,a phrase-final particle,lặc,đó/요,好啦。Được rồi đó.
垃圾桶,lājītǒng,rubbish bin,lạp cơ đổng,thùng rác,扔到垃圾桶。Vứt vào thùng rác.
喇叭,lǎbā,horn (automobile; alarm siren; musical etc) which produces a sound; loudspeaker; brass wind instrument; trumpet; suona 鎖吶|锁呐[suǒ nà],lặc ba,loa/나팔,吹喇叭。Thổi loa.
辣,là,hot (spicy); pungent,lạt,cay,这个菜很辣。Món này rất cay.
辣椒,làjiāo,hot pepper; chili,lạt tiêu,ớt,很辣的辣椒。Ớt rất cay.
蜡烛,làzhú,candle; CL:根[gēn];支[zhī],lạp chúc,nến,点蜡烛。Thắp nến.
来,lái,to come; to arrive; to come round; ever since; next,lai,đến,你来这儿。Bạn đến đây.
来不及,láibùjí,there's not enough time (to do sth); it's too late (to do sth),lai bất cập,không kịp,来不及了。Không kịp rồi.
来得及,láidejí,there's still time; able to do sth in time,lai đắc cập,kịp,还来得及。Còn kịp.
来历,láilì,history; antecedents; origin,lai lịch,lai lịch/내력,来历不明。Lai lịch không rõ.
来源,láiyuán,source (of information etc); origin,lai nguyên,nguồn gốc/출처,资料来源。Nguồn tài liệu.
来自,láizì,to come from (a place); From: (in email header),lai tự,đến từ,来自北京。Đến từ Bắc Kinh.
拦,lán,cut off; hinder,lan,chặn lại,拦住他。Chặn anh ấy lại.
蓝,lán,blue; indigo plant,lam,xanh/xanh lam,蓝色的天空。Bầu trời xanh.
栏目,lánmù,a column (in a newspaper or on a news website),lan mục,chuyên mục/란,新闻栏目。Chuyên mục tin tức.
懒,lǎn,lazy,lãn,lười,他很懒。Anh ấy rất lười.
懒惰,lǎnduò,idle; lazy,lãn đọa,lười biếng/나태,不要懒惰。Đừng lười biếng.
烂,làn,soft; mushy; well-cooked and soft; to rot; to decompose; rotten; worn out; chaotic; messy; utterly; thoroughly,lạn,thối/mục nát,烂了。Thối rồi.
狼,láng,wolf; CL:匹[pǐ];隻|只[zhī];條|条[tiáo],lang,sói,大灰狼。Con sói xám.
狼狈,lángbèi,in a difficult situation; to cut a sorry figure; scoundrel! (derogatory),lang bối,lúng túng/낭패,狼狈不堪。Lúng túng không kể xiết.
朗读,lǎngdú,read aloud; read loudly and clearly,lãng độc,đọc to/낭독,朗读课文。Đọc bài to.
浪费,làngfèi,to waste; to squander,lãng phí,lãng phí,别浪费时间。Đừng lãng phí thời gian.
浪漫,làngmàn,romantic,lãng mạn,lãng mạn,很浪漫。Rất lãng mạn.
捞,lāo,to fish up; to dredge up,lao,vớt/건지다,捞鱼。Vớt cá.
唠叨,láodāo,to prattle; to chatter; talkative; garrulous; to nag,lao đao,ba hoa/잔소리,别唠叨了。Đừng ba hoa nữa.
劳动,láodòng,work; toil; physical labor; CL:次[cì],lao động,lao động,劳动人民。Nhân dân lao động.
牢固,láogù,firm; secure,lao cố,vững chắc/견고,基础牢固。Nền tảng vững chắc.
劳驾,láojià,excuse me,lao giá,xin lỗi/nhờ anh,劳驾让一下。Xin nhường chỗ.
牢骚,láosāo,discontent; complaint,lao tao,phàn nàn/불평,发牢骚。Phàn nàn.
老,lǎo,prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity; old (of people); venerable (person); experienced; of long standing; always; all the time; of the past; very; outdated; (of meat etc) tough,lão,già,老人。Người già.
老百姓,lǎobǎixìng,ordinary people; the person in the street; CL:個|个[gè],lão bách tánh,người dân/dân thường,普通老百姓。Dân thường.
老板,lǎobǎn,boss; keeper,lão bản,ông chủ/sếp,公司老板。Chủ công ty.
老虎,lǎohǔ,tiger; CL:隻|只[zhī],lão hổ,hổ/cọp,老虎很凶。Hổ rất dữ.
姥姥,lǎolao,(informal) mother's mother; maternal grandmother,lão lão,bà ngoại,我姥姥。Bà ngoại tôi.
老师,lǎoshī,teacher; CL:個|个[gè];位[wèi],lão sư,giáo viên,我是老师。Tôi là giáo viên.
老实,lǎoshí,honest; sincere; open and guileless; naive,lão thực,thật thà/ngay thật,老实人。Người thật thà.
老鼠,lǎoshǔ,rat; mouse; CL:隻|只[zhī],lão thử,con chuột,抓老鼠。Bắt chuột.
乐观,lèguān,optimistic; hopeful,lạc quan,lạc quan,很乐观。Rất lạc quan.
乐趣,lèqù,delight; pleasure; joy,lạc thú,thú vui/즐거움,生活乐趣。Thú vui cuộc sống.
乐意,lèyì,to be willing to do sth; to be ready to do sth; to be happy to do sth; content; satisfied,lạc ý,sẵn lòng/기꺼이,乐意帮忙。Sẵn lòng giúp đỡ.
了,le,(modal particle intensifying preceding clause); (completed action marker),liễu,(trợ từ) đã,我吃了。Tôi ăn rồi.
雷,léi,thunder; (internet slang) terrifying; terrific,lôi,sấm,打雷。Sấm chớp.
雷达,léidá,radar (loanword),lôi đạt,ra đa/레이더,雷达系统。Hệ thống ra đa.
累,lèi,tired; weary; to strain; to wear out; to work hard,lệ,mệt,我很累。Tôi rất mệt.
类,lèi,kind; type; class; category; similar; like; to resemble,loại,loại/hạng,种类。Chủng loại.
类似,lèisì,similar; analogous,loại tự,tương tự/유사,情况类似。Tình huống tương tự.
冷,lěng,cold,lãnh,lạnh,今天很冷。Hôm nay rất lạnh.
冷淡,lěngdàn,cold; indifferent,lãnh đạm,lạnh nhạt/냉담,态度冷淡。Thái độ lạnh nhạt.
冷静,lěngjìng,calm; cool-headed,lãnh tĩnh,bình tĩnh,保持冷静。Giữ bình tĩnh.
冷酷,lěngkù,grim; unfeeling; callous,lãnh khốc,lạnh lùng/냉혹,冷酷无情。Lạnh lùng vô tình.
冷却,lěngquè,to cool off; cooling,lãnh khước,làm nguội/냉각,冷却下来。Nguội đi.
愣,lèng,to look distracted; to stare blankly; distracted; blank; (coll.) unexpectedly,lãnh,ngơ ngác/멍하다,发愣。Ngơ ngác.
